 TEXTURE AT STRAIN =    1.0000
  0.947   1.221   0.864 
   90.00   90.00   90.00  
 B   1024
             8.25500            69.87500             4.25500             0.00098
            17.65600            70.41200             1.86300             0.00098
            26.46900            70.84900             1.96100             0.00098
            35.46200            71.42500             3.64900             0.00098
            44.78300            74.96300             6.45000             0.00098
            52.46800            80.59000             8.57500             0.00098
            59.20300            82.45800             8.24300             0.00098
            67.66500            78.60100             7.77100             0.00098
            77.24100            72.05100             7.52500             0.00098
            87.15100            68.58100             6.34700             0.00098
            98.09400            68.58600             3.24400             0.00098
           108.43600            70.27900             1.22400             0.00098
           117.51600            71.58900             1.92000             0.00098
           125.85900            72.31200             4.19400             0.00098
           134.17600            75.39000             7.37600             0.00098
           141.78600            80.04700             9.09200             0.00098
           149.18500            81.02500             7.84800             0.00098
           158.19300            77.12800             6.86000             0.00098
           168.14100            71.63100             6.90700             0.00098
           178.13800            69.54500             6.65500             0.00098
           188.25500            69.87500             4.25500             0.00098
           197.65600            70.41200             1.86300             0.00098
           206.46900            70.84900             1.96100             0.00098
           215.46200            71.42500             3.64900             0.00098
           224.78300            74.96300             6.45000             0.00098
           232.46800            80.59000             8.57500             0.00098
           239.20300            82.45800             8.24300             0.00098
           247.66500            78.60100             7.77100             0.00098
           257.24100            72.05100             7.52500             0.00098
           267.15100            68.58100             6.34700             0.00098
           278.09400            68.58600             3.24400             0.00098
           288.43600            70.27900             1.22400             0.00098
           297.51600            71.58900             1.92000             0.00098
           305.85900            72.31200             4.19400             0.00098
           314.17600            75.39000             7.37600             0.00098
           321.78600            80.04700             9.09200             0.00098
           329.18500            81.02500             7.84800             0.00098
           338.19300            77.12800             6.86000             0.00098
           348.14100            71.63100             6.90700             0.00098
           358.13800            69.54500             6.65500             0.00098
             5.81400            58.39000           359.82200             0.00098
            14.56100            60.35300           359.41400             0.00098
            22.71200            62.27000           359.75900             0.00098
            31.15800            62.98800             0.53000             0.00098
            40.86000            63.54800             1.09200             0.00098
            51.29300            64.93800             1.19500             0.00098
            60.61300            65.44200             1.45700             0.00098
            69.00700            63.52200             1.74500             0.00098
            77.14200            60.19600             1.55600             0.00098
            85.58500            57.91400             0.92200             0.00098
            94.85800            57.89700           359.94700             0.00098
           104.40300            60.01900           359.29300             0.00098
           113.57500            62.48500           359.56200             0.00098
           122.29100            63.46700             0.49200             0.00098
           131.12500            63.99200             1.33000             0.00098
           140.38200            64.97900             1.56500             0.00098
           149.53200            65.05100             1.51700             0.00098
           158.52000            63.03800             1.56000             0.00098
           167.42300            59.88500             1.31000             0.00098
           176.49700            58.01700             0.67100             0.00098
           185.81400            58.39000           359.82200             0.00098
           194.56100            60.35300           359.41400             0.00098
           202.71200            62.27000           359.75900             0.00098
           211.15800            62.98800             0.53000             0.00098
           220.86000            63.54800             1.09200             0.00098
           231.29300            64.93800             1.19500             0.00098
           240.61300            65.44200             1.45700             0.00098
           249.00700            63.52200             1.74500             0.00098
           257.14200            60.19600             1.55600             0.00098
           265.58500            57.91400             0.92200             0.00098
           274.85800            57.89700           359.94700             0.00098
           284.40300            60.01900           359.29300             0.00098
           181.12000            48.76500           359.56200             0.00098
           269.87900            49.78000             0.49200             0.00098
           240.56800            52.05200             1.33000             0.00098
           320.38200            64.97900             0.14200             0.00098
           329.53200            65.05100             1.51700             0.00098
           338.52000            63.03800             1.56000             0.00098
           347.42300            59.88500             1.31000             0.00098
           356.49700            58.01700             0.67100             0.00098
             4.96100            54.97200           359.78800             0.00098
            13.15600            56.61700           359.61200             0.00098
            20.83500            58.40400           359.79800             0.00098
            28.87900            59.19400             0.24800             0.00098
            38.75800            59.33800             0.45200             0.00098
            50.66500            59.95300             0.10900             0.00098
            61.35100            60.27200             0.24600             0.00098
            70.07800            58.85400             0.60700             0.00098
            78.00300            56.38900             0.62000             0.00098
            85.83900            54.65800             0.35800             0.00098
            93.97200            54.56800           359.94700             0.00098
           102.45700            56.13900           359.59400             0.00098
           111.11700            58.35900           359.63400             0.00098
           119.99300            59.54800             0.11000             0.00098
           129.68200            59.79700             0.47800             0.00098
           140.30400            60.13100             0.35500             0.00098
           150.27200            60.04000             0.36600             0.00098
           159.22000            58.50900             0.54000             0.00098
           167.77400            56.12900             0.45900             0.00098
           176.33400            54.68400             0.15400             0.00098
           184.96100            54.97200           359.78800             0.00098
           193.15600            56.61700           359.61200             0.00098
           200.83500            58.40400           359.79800             0.00098
           208.87900            59.19400             0.24800             0.00098
           218.75800            59.33800             0.45200             0.00098
           230.66500            59.95300             0.10900             0.00098
           241.35100            60.27200             0.24600             0.00098
           250.07800            58.85400             0.60700             0.00098
           258.00300            56.38900             0.62000             0.00098
           265.83900            54.65800             0.35800             0.00098
           273.97200            54.56800           359.94700             0.00098
           282.45700            56.13900           359.59400             0.00098
           291.11700            58.35900           359.63400             0.00098
           299.99300            59.54800             0.11000             0.00098
           309.68200            59.79700             0.47800             0.00098
           320.30400            60.13100             0.35500             0.00098
           330.27200            60.04000             0.36600             0.00098
           339.22000            58.50900             0.54000             0.00098
           347.77400            56.12900             0.45900             0.00098
           356.33400            54.68400             0.15400             0.00098
             4.80100            52.29000           359.89200             0.00098
            12.56300            53.63500           359.89200             0.00098
            20.05000            55.09300             0.05800             0.00098
            28.08800            55.72500             0.35900             0.00098
            38.31900            55.72900             0.37000             0.00098
            51.14700            56.12800           359.81400             0.00098
            62.58700            56.37800           359.83900             0.00098
            71.56400            55.17400             0.13100             0.00098
            79.35000            53.22900             0.19500             0.00098
            86.69400            51.96500             0.14100             0.00098
            94.01600            51.93400             0.03600             0.00098
           101.64100            53.09400           359.91000             0.00098
           109.80500            54.86500           359.92300             0.00098
           118.84700            55.99200             0.19600             0.00098
           129.49400            56.22300             0.31700             0.00098
           141.38500            56.39300           359.99600             0.00098
           151.81100            56.16900           359.96600             0.00098
           160.60900            54.81000             0.08800             0.00098
           168.75800            52.96900             0.05700             0.00098
           176.78700            51.96700           359.96200             0.00098
           184.80100            52.29000           359.89200             0.00098
           192.56300            53.63500           359.89200             0.00098
           200.05000            55.09300             0.05800             0.00098
           208.08800            55.72500             0.35900             0.00098
           218.31900            55.72900             0.37000             0.00098
           231.14700            56.12800           359.81400             0.00098
           242.58700            56.37800           359.83900             0.00098
           251.56400            55.17400             0.13100             0.00098
           259.35000            53.22900             0.19500             0.00098
           266.69400            51.96500             0.14100             0.00098
           274.01600            51.93400             0.03600             0.00098
           281.64100            53.09400           359.91000             0.00098
           289.80500            54.86500           359.92300             0.00098
           298.84700            55.99200             0.19600             0.00098
           309.49400            56.22300             0.31700             0.00098
           321.38500            56.39300           359.99600             0.00098
           331.81100            56.16900           359.96600             0.00098
           340.60900            54.81000             0.08800             0.00098
           348.75800            52.96900             0.05700             0.00098
           356.78700            51.96700           359.96200             0.00098
             5.47200            48.98800             0.07900             0.00098
            13.18700            49.89000             0.27500             0.00098
            21.00000            50.62500             0.48600             0.00098
            29.63500            50.73700             0.61800             0.00098
            40.20600            50.71400             0.31600             0.00098
            52.62400            51.02100           359.60800             0.00098
            63.87500            51.17700           359.48400             0.00098
            72.99300            50.43900           359.67500             0.00098
            80.84400            49.31100           359.84600             0.00098
            88.07800            48.61100             0.03600             0.00098
            95.08500            48.65500             0.21700             0.00098
           102.35400            49.33900             0.30400             0.00098
           110.35400            50.29900             0.36300             0.00098
           119.79900            50.96600             0.44600             0.00098
           131.22900            51.27300             0.23700             0.00098
           143.40400            51.36200           359.74800             0.00098
           153.66400            50.96500           359.61800             0.00098
           162.19400            49.99300           359.65100             0.00098
           170.01000            48.97600           359.69900             0.00098
           177.71700            48.58800           359.85200             0.00098
           185.47200            48.98800             0.07900             0.00098
           193.18700            49.89000             0.27500             0.00098
           201.00000            50.62500             0.48600             0.00098
           209.63500            50.73700             0.61800             0.00098
           220.20600            50.71400             0.31600             0.00098
           232.62400            51.02100           359.60800             0.00098
           243.87500            51.17700           359.48400             0.00098
           252.99300            50.43900           359.67500             0.00098
           260.84400            49.31100           359.84600             0.00098
           268.07800            48.61100             0.03600             0.00098
           275.08500            48.65500             0.21700             0.00098
           282.35400            49.33900             0.30400             0.00098
           290.35400            50.29900             0.36300             0.00098
           299.79900            50.96600             0.44600             0.00098
           311.22900            51.27300             0.23700             0.00098
           323.40400            51.36200           359.74800             0.00098
           333.66400            50.96500           359.61800             0.00098
           342.19400            49.99300           359.65100             0.00098
           350.01000            48.97600           359.69900             0.00098
           357.71700            48.58800           359.85200             0.00098
            11.30400            89.31400            30.71500             0.00098
            24.57900            85.39000            21.58300             0.00098
            34.78100            80.35700            16.44200             0.00098
