    0.63006   96.82013   96.86520 -193.68533   -0.03971   -0.18949   -0.19061
    0.63584   97.04228   97.08915 -194.13143   -0.04033   -0.19114   -0.19269
    0.64162   97.26222   97.31092 -194.57314   -0.04092   -0.19278   -0.19476
    0.64740   97.48005   97.53056 -195.01061   -0.04152   -0.19444   -0.19683
    0.65318   97.69573   97.74816 -195.44389   -0.04211   -0.19609   -0.19889
    0.65896   97.90933   97.96374 -195.87307   -0.04266   -0.19774   -0.20095
    0.66474   98.12093   98.17727 -196.29820   -0.04325   -0.19940   -0.20300
    0.67052   98.33053   98.38885 -196.71938   -0.04382   -0.20106   -0.20503
    0.67630   98.53819   98.59847 -197.13666   -0.04439   -0.20273   -0.20707
    0.68208   98.74388   98.80624 -197.55013   -0.04504   -0.20440   -0.20909
    0.68786   98.94766   99.01215 -197.95981   -0.04567   -0.20606   -0.21110
    0.69364   99.14966   99.21617 -198.36583   -0.04623   -0.20774   -0.21310
    0.69942   99.34971   99.41848 -198.76819   -0.04680   -0.20941   -0.21509
    0.70520   99.54798   99.61893 -199.16692   -0.04741   -0.21109   -0.21706
    0.71098   99.74448   99.81771 -199.56219   -0.04795   -0.21277   -0.21902
    0.71676   99.93922  100.01477 -199.95399   -0.04853   -0.21446   -0.22097
    0.72254  100.13231  100.21014 -200.34245   -0.04907   -0.21614   -0.22291
    0.72832  100.32372  100.40383 -200.72755   -0.04958   -0.21784   -0.22483
    0.73410  100.51346  100.59588 -201.10934   -0.05010   -0.21953   -0.22674
    0.73988  100.70155  100.78633 -201.48787   -0.05053   -0.22123   -0.22863
    0.74566  100.88801  100.97527 -201.86328   -0.05096   -0.22293   -0.23051
    0.75145  101.07293  101.16263 -202.23557   -0.05138   -0.22464   -0.23237
    0.75723  101.25630  101.34849 -202.60480   -0.05182   -0.22635   -0.23422
    0.76301  101.43810  101.53287 -202.97097   -0.05227   -0.22807   -0.23605
    0.76879  101.61842  101.71576 -203.33418   -0.05271   -0.22978   -0.23786
    0.77457  101.79726  101.89719 -203.69445   -0.05313   -0.23150   -0.23965
    0.78035  101.97466  102.07717 -204.05183   -0.05354   -0.23323   -0.24143
    0.78613  102.15061  102.25580 -204.40641   -0.05395   -0.23497   -0.24318
    0.79191  102.32523  102.43297 -204.75820   -0.05429   -0.23670   -0.24492
    0.79769  102.49840  102.60884 -205.10724   -0.05462   -0.23844   -0.24664
    0.80347  102.67018  102.78334 -205.45352   -0.05494   -0.24019   -0.24833
    0.80925  102.84058  102.95656 -205.79714   -0.05525   -0.24194   -0.25001
    0.81503  103.00973  103.12844 -206.13817   -0.05555   -0.24369   -0.25166
    0.82081  103.17754  103.29905 -206.47659   -0.05585   -0.24545   -0.25330
    0.82659  103.34404  103.46843 -206.81247   -0.05610   -0.24721   -0.25491
    0.83237  103.50927  103.63657 -207.14584   -0.05634   -0.24898   -0.25650
    0.83815  103.67323  103.80344 -207.47667   -0.05660   -0.25075   -0.25806
    0.84393  103.83597  103.96912 -207.80510   -0.05678   -0.25252   -0.25961
    0.84971  103.99746  104.13360 -208.13106   -0.05689   -0.25429   -0.26114
    0.85549  104.15778  104.29689 -208.45467   -0.05704   -0.25607   -0.26264
    0.86127  104.31696  104.45901 -208.77597   -0.05711   -0.25786   -0.26412
    0.86705  104.47499  104.61998 -209.09497   -0.05714   -0.25965   -0.26557
    0.87283  104.63180  104.77986 -209.41166   -0.05713   -0.26144   -0.26700
    0.87861  104.78746  104.93864 -209.72609   -0.05713   -0.26324   -0.26841
    0.88439  104.94207  105.09627 -210.03835   -0.05707   -0.26504   -0.26980
    0.89017  105.09550  105.25293 -210.34843   -0.05698   -0.26684   -0.27116
    0.89595  105.24781  105.40849 -210.65629   -0.05684   -0.26865   -0.27250
    0.90173  105.39905  105.56300 -210.96206   -0.05669   -0.27047   -0.27381
    0.90751  105.54922  105.71652 -211.26574   -0.05648   -0.27229   -0.27510
    0.91329  105.69833  105.86900 -211.56733   -0.05631   -0.27411   -0.27637
    0.91908  105.84646  106.02045 -211.86691   -0.05607   -0.27593   -0.27760
    0.92486  105.99359  106.17082 -212.16442   -0.05576   -0.27776   -0.27881
    0.93064  106.13976  106.32022 -212.45998   -0.05543   -0.27959   -0.28000
    0.93642  106.28496  106.46865 -212.75362   -0.05510   -0.28143   -0.28117
    0.94220  106.42919  106.61612 -213.04531   -0.05474   -0.28326   -0.28231
    0.94798  106.57237  106.76263 -213.33500   -0.05434   -0.28510   -0.28342
    0.95376  106.71463  106.90819 -213.62282   -0.05391   -0.28693   -0.28451
    0.95954  106.85590  107.05282 -213.90873   -0.05345   -0.28878   -0.28557
    0.96532  106.99620  107.19660 -214.19280   -0.05294   -0.29062   -0.28662
    0.97110  107.13561  107.33946 -214.47507   -0.05239   -0.29246   -0.28764
    0.97688  107.27404  107.48146 -214.75550   -0.05174   -0.29431   -0.28863
    0.98266  107.41163  107.62250 -215.03413   -0.05110   -0.29616   -0.28960
    0.98844  107.54835  107.76265 -215.31100   -0.05039   -0.29801   -0.29055
    0.99422  107.68417  107.90199 -215.58616   -0.04962   -0.29986   -0.29147
    1.00000  107.81907  108.04050 -215.85957   -0.04890   -0.30171   -0.29237
