1	1	1	1
1	1	1	2
1	1	1	3
1	1	1	4
1	1	1	5
1	1	1	6
1	1	1	7
1	1	1	8
1	1	3	2
1	1	3	3
1	1	3	4
1	1	3	5
1	1	5	1
1	1	5	2
1	1	5	3
1	1	5	4
1	1	5	5
1	1	5	6
1	1	7	2
1	1	7	4
1	1	9	1
1	1	9	2
1	1	9	4
1	1	359993	2
1	1	359993	4
1	1	359995	2
1	1	359995	4
1	1	359997	2
1	1	359997	3
1	1	359997	4
1	1	359997	5
1	1	359997	6
1	1	359999	2
1	1	359999	3
1	1	359999	4
1	1	359999	5
1	3	1	1
1	3	1	2
1	3	1	3
1	3	1	4
1	3	1	5
1	3	1	6
1	3	2	2
1	3	2	4
1	3	3	2
1	3	3	3
1	3	3	4
1	3	3	5
1	3	4	2
1	3	4	4
1	3	5	1
1	3	5	2
1	3	5	3
1	3	5	4
1	3	5	5
1	3	5	6
1	3	6	2
1	3	6	4
1	3	7	2
1	3	7	4
1	3	359995	2
1	3	359995	4
1	3	359996	2
1	3	359996	4
1	3	359997	2
1	3	359997	3
1	3	359997	4
1	3	359997	5
1	3	359997	6
1	3	359998	2
1	3	359998	4
1	3	359999	2
1	3	359999	3
1	3	359999	4
1	3	359999	5
1	3	360000	2
1	3	360000	4
1	5	1	1
1	5	1	2
1	5	1	3
1	5	1	4
1	5	1	5
1	5	1	6
1	5	1	7
1	5	2	2
1	5	2	4
1	5	2	6
1	5	3	2
1	5	3	3
1	5	3	4
1	5	3	5
1	5	4	2
1	5	4	4
1	5	5	1
1	5	5	2
1	5	5	3
1	5	5	4
1	5	6	2
1	5	6	4
1	5	7	2
1	5	359995	2
1	5	359996	2
1	5	359996	4
1	5	359997	2
1	5	359997	3
1	5	359997	4
1	5	359998	2
1	5	359998	4
1	5	359999	2
1	5	359999	3
1	5	359999	4
1	5	359999	5
1	5	360000	2
1	5	360000	4
1	5	360000	6
1	7	1	1
1	7	1	2
1	7	1	4
1	7	2	2
1	7	2	4
1	7	3	2
1	7	3	4
1	7	4	2
1	7	4	4
1	7	5	4
1	7	359997	4
1	7	359998	2
1	7	359998	4
1	7	359999	2
1	7	359999	4
1	7	360000	2
1	7	360000	4
1	9	1	1
1	9	1	2
1	9	1	4
1	9	1	5
1	9	2	2
1	9	2	4
1	9	3	4
1	9	3	5
1	9	359999	4
1	9	359999	5
1	9	360000	2
1	9	360000	4
1	359993	1	2
1	359993	1	4
1	359993	1	5
1	359993	2	2
1	359993	2	4
1	359993	3	4
1	359993	3	5
1	359993	359999	4
1	359993	359999	5
1	359993	360000	2
1	359993	360000	4
1	359995	1	2
1	359995	1	4
1	359995	2	2
1	359995	2	4
1	359995	3	2
1	359995	3	4
1	359995	4	2
1	359995	4	4
1	359995	5	4
1	359995	359997	4
1	359995	359998	2
1	359995	359998	4
1	359995	359999	2
1	359995	359999	4
1	359995	360000	2
1	359995	360000	4
1	359997	1	2
1	359997	1	3
1	359997	1	4
1	359997	1	5
1	359997	1	6
1	359997	1	7
1	359997	2	2
1	359997	2	4
1	359997	2	6
1	359997	3	2
1	359997	3	3
1	359997	3	4
1	359997	3	5
1	359997	4	2
1	359997	4	4
1	359997	5	1
1	359997	5	2
1	359997	5	3
1	359997	5	4
1	359997	6	2
1	359997	6	4
1	359997	7	2
1	359997	359995	2
1	359997	359996	2
1	359997	359996	4
1	359997	359997	2
1	359997	359997	3
1	359997	359997	4
1	359997	359998	2
1	359997	359998	4
1	359997	359999	2
1	359997	359999	3
1	359997	359999	4
1	359997	359999	5
1	359997	360000	2
1	359997	360000	4
1	359997	360000	6
1	359999	1	2
1	359999	1	3
1	359999	1	4
1	359999	1	5
1	359999	1	6
1	359999	2	2
1	359999	2	4
1	359999	3	2
1	359999	3	3
1	359999	3	4
1	359999	3	5
1	359999	4	2
1	359999	4	4
1	359999	5	1
1	359999	5	2
1	359999	5	3
1	359999	5	4
1	359999	5	5
1	359999	5	6
1	359999	6	2
1	359999	6	4
1	359999	7	2
1	359999	7	4
1	359999	359995	2
1	359999	359995	4
1	359999	359996	2
1	359999	359996	4
1	359999	359997	2
1	359999	359997	3
1	359999	359997	4
1	359999	359997	5
1	359999	359997	6
1	359999	359998	2
1	359999	359998	4
1	359999	359999	2
1	359999	359999	3
1	359999	359999	4
1	359999	359999	5
1	359999	360000	2
1	359999	360000	4
5	1	1	1
5	1	1	2
5	1	1	3
5	1	1	4
5	1	1	5
5	1	1	6
5	1	3	2
5	1	3	3
5	1	3	4
5	1	3	5
5	1	5	1
5	1	5	2
5	1	5	3
5	1	5	4
5	1	5	5
5	1	7	2
5	1	7	4
5	1	13	2
5	1	359989	2
5	1	359995	2
5	1	359995	4
5	1	359997	2
5	1	359997	3
5	1	359997	4
5	1	359997	5
5	1	359999	2
5	1	359999	3
5	1	359999	4
5	1	359999	5
5	2	1	2
5	2	1	4
5	2	2	2
5	2	2	4
5	2	3	2
5	2	3	3
5	2	3	4
5	2	4	2
5	2	4	4
5	2	5	1
5	2	5	2
5	2	5	3
5	2	5	4
5	2	5	5
5	2	6	2
5	2	6	4
5	2	7	2
5	2	7	4
5	2	10	4
5	2	359992	4
5	2	359995	2
5	2	359995	4
5	2	359996	2
5	2	359996	4
5	2	359997	2
5	2	359997	3
5	2	359997	4
5	2	359997	5
5	2	359998	2
5	2	359998	4
5	2	359999	2
5	2	359999	3
5	2	359999	4
5	2	360000	2
5	2	360000	4
5	3	1	1
5	3	1	2
5	3	1	3
5	3	1	4
5	3	1	5
5	3	2	2
5	3	2	4
5	3	3	2
5	3	3	3
5	3	4	2
5	3	4	4
5	3	5	1
5	3	5	2
5	3	5	3
5	3	5	4
5	3	6	2
5	3	7	2
5	3	7	4
5	3	359995	2
5	3	359995	4
5	3	359996	2
5	3	359997	2
5	3	359997	3
5	3	359997	4
5	3	359998	2
5	3	359998	4
5	3	359999	2
5	3	359999	3
5	3	360000	2
5	3	360000	4
5	4	2	2
5	4	2	4
5	4	3	2
5	4	3	3
5	4	3	4
5	4	4	2
5	4	5	2
5	4	5	4
5	4	6	2
5	4	6	4
5	4	7	2
5	4	7	4
5	4	359995	2
5	4	359995	4
5	4	359996	2
5	4	359996	4
5	4	359997	2
5	4	359997	4
5	4	359998	2
5	4	359999	2
5	4	359999	3
5	4	359999	4
5	4	360000	2
5	4	360000	4
5	5	1	1
5	5	1	3
5	5	2	2
5	5	2	4
5	5	3	4
5	5	4	2
5	5	4	4
5	5	5	2
5	5	5	4
5	5	6	2
5	5	6	4
5	5	7	2
5	5	7	4
5	5	8	2
5	5	359994	2
5	5	359995	2
5	5	359995	4
5	5	359996	2
5	5	359996	4
5	5	359997	2
5	5	359997	4
5	5	359998	2
5	5	359998	4
5	5	359999	4
5	5	360000	2
5	5	360000	4
5	6	1	2
5	6	1	4
5	6	2	2
5	6	2	4
5	6	3	2
5	6	3	4
5	6	3	6
5	6	4	2
5	6	4	4
5	6	5	2
5	6	5	4
5	6	6	2
5	6	6	4
5	6	359995	2
5	6	359996	2
5	6	359996	4
5	6	359997	2
5	6	359997	4
5	6	359998	2
5	6	359998	4
5	6	359999	2
5	6	359999	4
5	6	359999	6
5	6	360000	2
5	6	360000	4
5	7	2	2
5	7	2	4
5	7	3	4
5	7	4	2
5	7	4	4
5	7	359998	2
5	7	359998	4
5	7	359999	4
5	7	360000	2
5	7	360000	4
5	8	1	2
5	8	1	4
5	8	1	6
5	9	1	1
5	10	1	2
5	10	1	4
5	13	1	1
5	359992	1	2
5	359992	1	4
5	359994	1	2
5	359994	1	4
5	359994	1	6
5	359995	2	2
5	359995	2	4
5	359995	3	4
5	359995	4	2
5	359995	4	4
5	359995	359998	2
5	359995	359998	4
5	359995	359999	4
5	359995	360000	2
5	359995	360000	4
5	359996	1	2
5	359996	1	4
5	359996	2	2
5	359996	2	4
5	359996	3	2
5	359996	3	4
5	359996	3	6
5	359996	4	2
5	359996	4	4
5	359996	5	2
5	359996	5	4
5	359996	6	2
5	359996	6	4
5	359996	7	2
5	359996	359995	2
5	359996	359996	2
5	359996	359996	4
5	359996	359997	2
5	359996	359997	4
5	359996	359998	2
5	359996	359998	4
5	359996	359999	2
5	359996	359999	4
5	359996	359999	6
5	359996	360000	2
5	359996	360000	4
5	359997	1	3
5	359997	2	2
5	359997	2	4
5	359997	3	4
5	359997	4	2
5	359997	4	4
5	359997	5	2
5	359997	5	4
5	359997	6	2
5	359997	6	4
5	359997	7	2
5	359997	7	4
5	359997	8	2
5	359997	359994	2
5	359997	359995	2
5	359997	359995	4
5	359997	359996	2
5	359997	359996	4
5	359997	359997	2
5	359997	359997	4
5	359997	359998	2
5	359997	359998	4
5	359997	359999	4
5	359997	360000	2
