    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
    0.00500   20.40197    1.02298  -21.42494    0.18637    0.00000    0.00000
    0.01000   22.82874    1.14466  -23.97340    0.20835    0.00000    0.00118
    0.01500   25.16507    1.26180  -26.42688    0.22943    0.00000    0.00087
    0.02000   27.41613    1.37467  -28.79080    0.24971    0.00000    0.00094
    0.02500   29.58669    1.48351  -31.07020    0.26920    0.00000    0.00102
    0.03000   31.68117    1.58853  -33.26970    0.28797    0.00000    0.00109
    0.03500   33.70367    1.68994  -35.39361    0.30605    0.00000    0.00116
    0.04000   35.65798    1.78793  -37.44590    0.32346    0.00000    0.00123
    0.04500   37.54763    1.88268  -39.43030    0.34026    0.00000    0.00129
    0.05000   39.37591    1.97435  -41.35026    0.35647    0.00000    0.00135
    0.05500   41.14588    2.06310  -43.20898    0.37211    0.00000    0.00141
    0.06000   42.86040    2.14906  -45.00947    0.38736    0.00000    0.00147
    0.06500   44.52214    2.23239  -46.75453    0.40210    0.00000    0.00153
    0.07000   46.13361    2.31319  -48.44679    0.41637    0.00000    0.00159
    0.07500   47.69713    2.39158  -50.08871    0.43019    0.00000    0.00164
    0.08000   49.21490    2.46769  -51.68258    0.44358    0.00000    0.00169
    0.08500   50.68898    2.54160  -53.23058    0.45655    0.00000    0.00174
    0.09000   52.12131    2.61342  -54.73473    0.46913    0.00000    0.00179
    0.09500   53.51371    2.68323  -56.19694    0.48134    0.00000    0.00184
    0.10000   54.86789    2.75113  -57.61902    0.49318    0.00000    0.00189
    0.10500   56.18546    2.81720  -59.00266    0.50468    0.00000    0.00193
    0.11000   57.46795    2.88150  -60.34945    0.51585    0.00000    0.00198
    0.11500   58.71680    2.94412  -61.66092    0.52669    0.00000    0.00202
    0.12000   59.93336    3.00512  -62.93849    0.53724    0.00000    0.00206
    0.12500   61.11893    3.06457  -64.18350    0.54749    0.00000    0.00210
    0.13000   62.27472    3.12252  -65.39724    0.55746    0.00000    0.00214
    0.13500   63.40188    3.17904  -66.58091    0.56716    0.00000    0.00218
    0.14000   64.50150    3.23417  -67.73567    0.57660    0.00000    0.00222
    0.14500   65.57462    3.28798  -68.86260    0.58579    0.00000    0.00225
    0.15000   66.62223    3.34051  -69.96274    0.59474    0.00000    0.00229
    0.15500   67.64526    3.39180  -71.03706    0.60345    0.00000    0.00233
    0.16000   68.64460    3.44191  -72.08651    0.61195    0.00000    0.00236
    0.16500   69.62110    3.49087  -73.11197    0.62022    0.00000    0.00239
